"CABELLO";"OJOS";"PIEL";"CROMA_CAB";"CROMA_OJOS";"CROMA_PIEL"
"negro";"negro";"negro";"suave";"suave";"suave"
"negro";"negro";"negro";"suave";"suave";"brillante"
"negro";"negro";"negro";"suave";"brillante";"suave"
"negro";"negro";"negro";"suave";"brillante";"brillante"
"negro";"negro";"negro";"brillante";"suave";"suave"
"negro";"negro";"negro";"brillante";"suave";"brillante"
"negro";"negro";"negro";"brillante";"brillante";"suave"
"negro";"negro";"negro";"brillante";"brillante";"brillante"
"negro";"negro";"amarillento";"suave";"suave";"suave"
"negro";"negro";"amarillento";"suave";"suave";"brillante"
"negro";"negro";"amarillento";"suave";"brillante";"suave"
"negro";"negro";"amarillento";"suave";"brillante";"brillante"
"negro";"negro";"amarillento";"brillante";"suave";"suave"
"negro";"negro";"amarillento";"brillante";"suave";"brillante"
"negro";"negro";"amarillento";"brillante";"brillante";"suave"
"negro";"negro";"amarillento";"brillante";"brillante";"brillante"
"negro";"negro";"moreno claro / dorado";"suave";"suave";"suave"
"negro";"negro";"moreno claro / dorado";"suave";"suave";"brillante"
"negro";"negro";"moreno claro / dorado";"suave";"brillante";"suave"
"negro";"negro";"moreno claro / dorado";"suave";"brillante";"brillante"
"negro";"negro";"moreno claro / dorado";"brillante";"suave";"suave"
"negro";"negro";"moreno claro / dorado";"brillante";"suave";"brillante"
"negro";"negro";"moreno claro / dorado";"brillante";"brillante";"suave"
"negro";"negro";"moreno claro / dorado";"brillante";"brillante";"brillante"
"negro";"negro";"moreno / marron claro";"suave";"suave";"suave"
"negro";"negro";"moreno / marron claro";"suave";"suave";"brillante"
"negro";"negro";"moreno / marron claro";"suave";"brillante";"suave"
"negro";"negro";"moreno / marron claro";"suave";"brillante";"brillante"
"negro";"negro";"moreno / marron claro";"brillante";"suave";"suave"
"negro";"negro";"moreno / marron claro";"brillante";"suave";"brillante"
"negro";"negro";"moreno / marron claro";"brillante";"brillante";"suave"
"negro";"negro";"moreno / marron claro";"brillante";"brillante";"brillante"
"negro";"marron oscuro";"melocoton";"suave";"suave";"suave"
"negro";"marron oscuro";"melocoton";"suave";"suave";"brillante"
"negro";"marron oscuro";"melocoton";"suave";"brillante";"suave"
"negro";"marron oscuro";"melocoton";"suave";"brillante";"brillante"
"negro";"marron oscuro";"melocoton";"brillante";"suave";"suave"
"negro";"marron oscuro";"melocoton";"brillante";"suave";"brillante"
"negro";"marron oscuro";"melocoton";"brillante";"brillante";"suave"
"negro";"marron oscuro";"melocoton";"brillante";"brillante";"brillante"
"negro";"marron oscuro";"blanco / palido";"suave";"suave";"suave"
"negro";"marron oscuro";"blanco / palido";"suave";"suave";"brillante"
"negro";"marron oscuro";"blanco / palido";"suave";"brillante";"suave"
"negro";"marron oscuro";"blanco / palido";"suave";"brillante";"brillante"
"negro";"marron oscuro";"blanco / palido";"brillante";"suave";"suave"
"negro";"marron oscuro";"blanco / palido";"brillante";"suave";"brillante"
"negro";"marron oscuro";"blanco / palido";"brillante";"brillante";"suave"
"negro";"marron oscuro";"blanco / palido";"brillante";"brillante";"brillante"
"negro";"marron oscuro";"rosada";"suave";"suave";"suave"
"negro";"marron oscuro";"rosada";"suave";"suave";"brillante"
"negro";"marron oscuro";"rosada";"suave";"brillante";"suave"
"negro";"marron oscuro";"rosada";"suave";"brillante";"brillante"
"negro";"marron oscuro";"rosada";"brillante";"suave";"suave"
"negro";"marron oscuro";"rosada";"brillante";"suave";"brillante"
"negro";"marron oscuro";"rosada";"brillante";"brillante";"suave"
"negro";"marron oscuro";"rosada";"brillante";"brillante";"brillante"
"negro";"marron oscuro";"negro";"suave";"suave";"suave"
"negro";"marron oscuro";"negro";"suave";"suave";"brillante"
"negro";"marron oscuro";"negro";"suave";"brillante";"suave"
"negro";"marron oscuro";"negro";"suave";"brillante";"brillante"
"negro";"marron oscuro";"negro";"brillante";"suave";"suave"
"negro";"marron oscuro";"negro";"brillante";"suave";"brillante"
"negro";"marron oscuro";"negro";"brillante";"brillante";"suave"
"negro";"marron oscuro";"negro";"brillante";"brillante";"brillante"
"negro";"marron oscuro";"amarillento";"suave";"suave";"suave"
"negro";"marron oscuro";"amarillento";"suave";"suave";"brillante"
"negro";"marron oscuro";"amarillento";"suave";"brillante";"suave"
"negro";"marron oscuro";"amarillento";"suave";"brillante";"brillante"
"negro";"marron oscuro";"amarillento";"brillante";"suave";"suave"
"negro";"marron oscuro";"amarillento";"brillante";"suave";"brillante"
"negro";"marron oscuro";"amarillento";"brillante";"brillante";"suave"
"negro";"marron oscuro";"amarillento";"brillante";"brillante";"brillante"
"negro";"marron oscuro";"moreno claro / dorado";"suave";"suave";"suave"
"negro";"marron oscuro";"moreno claro / dorado";"suave";"suave";"brillante"
"negro";"marron oscuro";"moreno claro / dorado";"suave";"brillante";"suave"
"negro";"marron oscuro";"moreno claro / dorado";"suave";"brillante";"brillante"
"negro";"marron oscuro";"moreno claro / dorado";"brillante";"suave";"suave"
"negro";"marron oscuro";"moreno claro / dorado";"brillante";"suave";"brillante"
"negro";"marron oscuro";"moreno claro / dorado";"brillante";"brillante";"suave"
"negro";"marron oscuro";"moreno claro / dorado";"brillante";"brillante";"brillante"
"negro";"marron oscuro";"moreno / marron claro";"suave";"suave";"suave"
"negro";"marron oscuro";"moreno / marron claro";"suave";"suave";"brillante"
"negro";"marron oscuro";"moreno / marron claro";"suave";"brillante";"suave"
"negro";"marron oscuro";"moreno / marron claro";"suave";"brillante";"brillante"
"negro";"marron oscuro";"moreno / marron claro";"brillante";"suave";"suave"
"negro";"marron oscuro";"moreno / marron claro";"brillante";"suave";"brillante"
"negro";"marron oscuro";"moreno / marron claro";"brillante";"brillante";"suave"
"negro";"marron oscuro";"moreno / marron claro";"brillante";"brillante";"brillante"
"negro";"azul";"melocoton";"suave";"suave";"suave"
"negro";"azul";"melocoton";"suave";"suave";"brillante"
"negro";"azul";"melocoton";"suave";"brillante";"suave"
"negro";"azul";"melocoton";"suave";"brillante";"brillante"
"negro";"azul";"melocoton";"brillante";"suave";"suave"
"negro";"azul";"melocoton";"brillante";"suave";"brillante"
"negro";"azul";"melocoton";"brillante";"brillante";"suave"
"negro";"azul";"melocoton";"brillante";"brillante";"brillante"
"negro";"azul";"blanco / palido";"suave";"suave";"suave"
"negro";"azul";"blanco / palido";"suave";"suave";"brillante"
"negro";"azul";"blanco / palido";"suave";"brillante";"suave"
"negro";"azul";"blanco / palido";"suave";"brillante";"brillante"
"negro";"azul";"blanco / palido";"brillante";"suave";"suave"
"negro";"azul";"blanco / palido";"brillante";"suave";"brillante"
"negro";"azul";"blanco / palido";"brillante";"brillante";"suave"
"negro";"azul";"blanco / palido";"brillante";"brillante";"brillante"
"negro";"azul";"rosada";"suave";"suave";"suave"
"negro";"azul";"rosada";"suave";"suave";"brillante"
"negro";"azul";"rosada";"suave";"brillante";"suave"
"negro";"azul";"rosada";"suave";"brillante";"brillante"
"negro";"azul";"rosada";"brillante";"suave";"suave"
"negro";"azul";"rosada";"brillante";"suave";"brillante"
"negro";"azul";"rosada";"brillante";"brillante";"suave"
"negro";"azul";"rosada";"brillante";"brillante";"brillante"
"negro";"azul";"negro";"suave";"suave";"suave"
"negro";"azul";"negro";"suave";"suave";"brillante"
"negro";"azul";"negro";"suave";"brillante";"suave"
"negro";"azul";"negro";"suave";"brillante";"brillante"
"negro";"azul";"negro";"brillante";"suave";"suave"
"negro";"azul";"negro";"brillante";"suave";"brillante"
"negro";"azul";"negro";"brillante";"brillante";"suave"
"negro";"azul";"negro";"brillante";"brillante";"brillante"
"negro";"azul";"amarillento";"suave";"suave";"suave"
"negro";"azul";"amarillento";"suave";"suave";"brillante"
"negro";"azul";"amarillento";"suave";"brillante";"suave"
"negro";"azul";"amarillento";"suave";"brillante";"brillante"
"negro";"azul";"amarillento";"brillante";"suave";"suave"
"negro";"azul";"amarillento";"brillante";"suave";"brillante"
"negro";"azul";"amarillento";"brillante";"brillante";"suave"
"negro";"azul";"amarillento";"brillante";"brillante";"brillante"
"negro";"azul";"moreno claro / dorado";"suave";"suave";"suave"
"negro";"azul";"moreno claro / dorado";"suave";"suave";"brillante"
"negro";"azul";"moreno claro / dorado";"suave";"brillante";"suave"
"negro";"azul";"moreno claro / dorado";"suave";"brillante";"brillante"
"negro";"azul";"moreno claro / dorado";"brillante";"suave";"suave"
"negro";"azul";"moreno claro / dorado";"brillante";"suave";"brillante"
"negro";"azul";"moreno claro / dorado";"brillante";"brillante";"suave"
"negro";"azul";"moreno claro / dorado";"brillante";"brillante";"brillante"
"negro";"azul";"moreno / marron claro";"suave";"suave";"suave"
"negro";"azul";"moreno / marron claro";"suave";"suave";"brillante"
"negro";"azul";"moreno / marron claro";"suave";"brillante";"suave"
"negro";"azul";"moreno / marron claro";"suave";"brillante";"brillante"
"negro";"azul";"moreno / marron claro";"brillante";"suave";"suave"
"negro";"azul";"moreno / marron claro";"brillante";"suave";"brillante"
"negro";"azul";"moreno / marron claro";"brillante";"brillante";"suave"
"negro";"azul";"moreno / marron claro";"brillante";"brillante";"brillante"
"negro";"almendra";"melocoton";"suave";"suave";"suave"
"negro";"almendra";"melocoton";"suave";"suave";"brillante"
"negro";"almendra";"melocoton";"suave";"brillante";"suave"
"negro";"almendra";"melocoton";"suave";"brillante";"brillante"
"negro";"almendra";"melocoton";"brillante";"suave";"suave"
"negro";"almendra";"melocoton";"brillante";"suave";"brillante"
"negro";"almendra";"melocoton";"brillante";"brillante";"suave"
"negro";"almendra";"melocoton";"brillante";"brillante";"brillante"
"negro";"almendra";"blanco / palido";"suave";"suave";"suave"
"negro";"almendra";"blanco / palido";"suave";"suave";"brillante"
"negro";"almendra";"blanco / palido";"suave";"brillante";"suave"
"negro";"almendra";"blanco / palido";"suave";"brillante";"brillante"
"negro";"almendra";"blanco / palido";"brillante";"suave";"suave"
"negro";"almendra";"blanco / palido";"brillante";"suave";"brillante"
"negro";"almendra";"blanco / palido";"brillante";"brillante";"suave"
"negro";"almendra";"blanco / palido";"brillante";"brillante";"brillante"
"negro";"almendra";"rosada";"suave";"suave";"suave"
"negro";"almendra";"rosada";"suave";"suave";"brillante"
"negro";"almendra";"rosada";"suave";"brillante";"suave"
"negro";"almendra";"rosada";"suave";"brillante";"brillante"
"negro";"almendra";"rosada";"brillante";"suave";"suave"
"negro";"almendra";"rosada";"brillante";"suave";"brillante"
"negro";"almendra";"rosada";"brillante";"brillante";"suave"
"negro";"almendra";"rosada";"brillante";"brillante";"brillante"
"negro";"almendra";"negro";"suave";"suave";"suave"
"negro";"almendra";"negro";"suave";"suave";"brillante"
"negro";"almendra";"negro";"suave";"brillante";"suave"
"negro";"almendra";"negro";"suave";"brillante";"brillante"
"negro";"almendra";"negro";"brillante";"suave";"suave"
"negro";"almendra";"negro";"brillante";"suave";"brillante"
"negro";"almendra";"negro";"brillante";"brillante";"suave"
"negro";"almendra";"negro";"brillante";"brillante";"brillante"
"negro";"almendra";"amarillento";"suave";"suave";"suave"
"negro";"almendra";"amarillento";"suave";"suave";"brillante"
"negro";"almendra";"amarillento";"suave";"brillante";"suave"
"negro";"almendra";"amarillento";"suave";"brillante";"brillante"
"negro";"almendra";"amarillento";"brillante";"suave";"suave"
"negro";"almendra";"amarillento";"brillante";"suave";"brillante"
"negro";"almendra";"amarillento";"brillante";"brillante";"suave"
"negro";"almendra";"amarillento";"brillante";"brillante";"brillante"
"negro";"almendra";"moreno claro / dorado";"suave";"suave";"suave"
"negro";"almendra";"moreno claro / dorado";"suave";"suave";"brillante"
"negro";"almendra";"moreno claro / dorado";"suave";"brillante";"suave"
"negro";"almendra";"moreno claro / dorado";"suave";"brillante";"brillante"
"negro";"almendra";"moreno claro / dorado";"brillante";"suave";"suave"
"negro";"almendra";"moreno claro / dorado";"brillante";"suave";"brillante"
"negro";"almendra";"moreno claro / dorado";"brillante";"brillante";"suave"
"negro";"almendra";"moreno claro / dorado";"brillante";"brillante";"brillante"
"negro";"almendra";"moreno / marron claro";"suave";"suave";"suave"
"negro";"almendra";"moreno / marron claro";"suave";"suave";"brillante"
"negro";"almendra";"moreno / marron claro";"suave";"brillante";"suave"
"negro";"almendra";"moreno / marron claro";"suave";"brillante";"brillante"
"negro";"almendra";"moreno / marron claro";"brillante";"suave";"suave"
"negro";"almendra";"moreno / marron claro";"brillante";"suave";"brillante"
"negro";"almendra";"moreno / marron claro";"brillante";"brillante";"suave"
"negro";"almendra";"moreno / marron claro";"brillante";"brillante";"brillante"
"negro";"ambar";"melocoton";"suave";"suave";"suave"
"negro";"ambar";"melocoton";"suave";"suave";"brillante"
"negro";"ambar";"melocoton";"suave";"brillante";"suave"
"negro";"ambar";"melocoton";"suave";"brillante";"brillante"
"negro";"ambar";"melocoton";"brillante";"suave";"suave"
"negro";"ambar";"melocoton";"brillante";"suave";"brillante"
"negro";"ambar";"melocoton";"brillante";"brillante";"suave"
"negro";"ambar";"melocoton";"brillante";"brillante";"brillante"
"negro";"ambar";"blanco / palido";"suave";"suave";"suave"
"negro";"ambar";"blanco / palido";"suave";"suave";"brillante"
"negro";"ambar";"blanco / palido";"suave";"brillante";"suave"
"negro";"ambar";"blanco / palido";"suave";"brillante";"brillante"
"negro";"ambar";"blanco / palido";"brillante";"suave";"suave"
"negro";"ambar";"blanco / palido";"brillante";"suave";"brillante"
"negro";"ambar";"blanco / palido";"brillante";"brillante";"suave"
"negro";"ambar";"blanco / palido";"brillante";"brillante";"brillante"
"negro";"ambar";"rosada";"suave";"suave";"suave"
"negro";"ambar";"rosada";"suave";"suave";"brillante"
"negro";"ambar";"rosada";"suave";"brillante";"suave"
"negro";"ambar";"rosada";"suave";"brillante";"brillante"
"negro";"ambar";"rosada";"brillante";"suave";"suave"
"negro";"ambar";"rosada";"brillante";"suave";"brillante"
"negro";"ambar";"rosada";"brillante";"brillante";"suave"
"negro";"ambar";"rosada";"brillante";"brillante";"brillante"
"negro";"ambar";"negro";"suave";"suave";"suave"
"negro";"ambar";"negro";"suave";"suave";"brillante"
"negro";"ambar";"negro";"suave";"brillante";"suave"
"negro";"ambar";"negro";"suave";"brillante";"brillante"
"negro";"ambar";"negro";"brillante";"suave";"suave"
"negro";"ambar";"negro";"brillante";"suave";"brillante"
"negro";"ambar";"negro";"brillante";"brillante";"suave"
"negro";"ambar";"negro";"brillante";"brillante";"brillante"
"negro";"ambar";"amarillento";"suave";"suave";"suave"
"negro";"ambar";"amarillento";"suave";"suave";"brillante"
"negro";"ambar";"amarillento";"suave";"brillante";"suave"
"negro";"ambar";"amarillento";"suave";"brillante";"brillante"
"negro";"ambar";"amarillento";"brillante";"suave";"suave"
"negro";"ambar";"amarillento";"brillante";"suave";"brillante"
"negro";"ambar";"amarillento";"brillante";"brillante";"suave"
"negro";"ambar";"amarillento";"brillante";"brillante";"brillante"
"negro";"ambar";"moreno claro / dorado";"suave";"suave";"suave"
"negro";"ambar";"moreno claro / dorado";"suave";"suave";"brillante"
"negro";"ambar";"moreno claro / dorado";"suave";"brillante";"suave"
"negro";"ambar";"moreno claro / dorado";"suave";"brillante";"brillante"
"negro";"ambar";"moreno claro / dorado";"brillante";"suave";"suave"
"negro";"ambar";"moreno claro / dorado";"brillante";"suave";"brillante"
"negro";"ambar";"moreno claro / dorado";"brillante";"brillante";"suave"
"negro";"ambar";"moreno claro / dorado";"brillante";"brillante";"brillante"
"negro";"ambar";"moreno / marron claro";"suave";"suave";"suave"
"negro";"ambar";"moreno / marron claro";"suave";"suave";"brillante"
"negro";"ambar";"moreno / marron claro";"suave";"brillante";"suave"
"negro";"ambar";"moreno / marron claro";"suave";"brillante";"brillante"
"negro";"ambar";"moreno / marron claro";"brillante";"suave";"suave"
"negro";"ambar";"moreno / marron claro";"brillante";"suave";"brillante"
"negro";"ambar";"moreno / marron claro";"brillante";"brillante";"suave"
"negro";"ambar";"moreno / marron claro";"brillante";"brillante";"brillante"
"negro";"verde";"melocoton";"suave";"suave";"suave"
"negro";"verde";"melocoton";"suave";"suave";"brillante"
"negro";"verde";"melocoton";"suave";"brillante";"suave"
"negro";"verde";"melocoton";"suave";"brillante";"brillante"
"negro";"verde";"melocoton";"brillante";"suave";"suave"
"negro";"verde";"melocoton";"brillante";"suave";"brillante"
"negro";"verde";"melocoton";"brillante";"brillante";"suave"
"negro";"verde";"melocoton";"brillante";"brillante";"brillante"
"negro";"verde";"blanco / palido";"suave";"suave";"suave"
"negro";"verde";"blanco / palido";"suave";"suave";"brillante"
"negro";"verde";"blanco / palido";"suave";"brillante";"suave"
"negro";"verde";"blanco / palido";"suave";"brillante";"brillante"
"negro";"verde";"blanco / palido";"brillante";"suave";"suave"
"negro";"verde";"blanco / palido";"brillante";"suave";"brillante"
"negro";"verde";"blanco / palido";"brillante";"brillante";"suave"
"negro";"verde";"blanco / palido";"brillante";"brillante";"brillante"
"negro";"verde";"rosada";"suave";"suave";"suave"
"negro";"verde";"rosada";"suave";"suave";"brillante"
"negro";"verde";"rosada";"suave";"brillante";"suave"
"negro";"verde";"rosada";"suave";"brillante";"brillante"
"negro";"verde";"rosada";"brillante";"suave";"suave"
"negro";"verde";"rosada";"brillante";"suave";"brillante"
"negro";"verde";"rosada";"brillante";"brillante";"suave"
"negro";"verde";"rosada";"brillante";"brillante";"brillante"
"negro";"verde";"negro";"suave";"suave";"suave"
"negro";"verde";"negro";"suave";"suave";"brillante"
"negro";"verde";"negro";"suave";"brillante";"suave"
"negro";"verde";"negro";"suave";"brillante";"brillante"
"negro";"verde";"negro";"brillante";"suave";"suave"
"negro";"verde";"negro";"brillante";"suave";"brillante"
"negro";"verde";"negro";"brillante";"brillante";"suave"
"negro";"verde";"negro";"brillante";"brillante";"brillante"
"negro";"verde";"amarillento";"suave";"suave";"suave"
"negro";"verde";"amarillento";"suave";"suave";"brillante"
"negro";"verde";"amarillento";"suave";"brillante";"suave"
"negro";"verde";"amarillento";"suave";"brillante";"brillante"
"negro";"verde";"amarillento";"brillante";"suave";"suave"
"negro";"verde";"amarillento";"brillante";"suave";"brillante"
"negro";"verde";"amarillento";"brillante";"brillante";"suave"
"negro";"verde";"amarillento";"brillante";"brillante";"brillante"
"negro";"verde";"moreno claro / dorado";"suave";"suave";"suave"
"negro";"verde";"moreno claro / dorado";"suave";"suave";"brillante"
"negro";"verde";"moreno claro / dorado";"suave";"brillante";"suave"
"negro";"verde";"moreno claro / dorado";"suave";"brillante";"brillante"
"negro";"verde";"moreno claro / dorado";"brillante";"suave";"suave"
"negro";"verde";"moreno claro / dorado";"brillante";"suave";"brillante"
"negro";"verde";"moreno claro / dorado";"brillante";"brillante";"suave"
"negro";"verde";"moreno claro / dorado";"brillante";"brillante";"brillante"
"negro";"verde";"moreno / marron claro";"suave";"suave";"suave"
"negro";"verde";"moreno / marron claro";"suave";"suave";"brillante"
"negro";"verde";"moreno / marron claro";"suave";"brillante";"suave"
"negro";"verde";"moreno / marron claro";"suave";"brillante";"brillante"
"negro";"verde";"moreno / marron claro";"brillante";"suave";"suave"
"negro";"verde";"moreno / marron claro";"brillante";"suave";"brillante"
"negro";"verde";"moreno / marron claro";"brillante";"brillante";"suave"
"negro";"verde";"moreno / marron claro";"brillante";"brillante";"brillante"
"negro";"miel";"melocoton";"suave";"suave";"suave"
"negro";"miel";"melocoton";"suave";"suave";"brillante"
"negro";"miel";"melocoton";"suave";"brillante";"suave"
"negro";"miel";"melocoton";"suave";"brillante";"brillante"
"negro";"miel";"melocoton";"brillante";"suave";"suave"
"negro";"miel";"melocoton";"brillante";"suave";"brillante"
"negro";"miel";"melocoton";"brillante";"brillante";"suave"
"negro";"miel";"melocoton";"brillante";"brillante";"brillante"
"negro";"miel";"blanco / palido";"suave";"suave";"suave"
"negro";"miel";"blanco / palido";"suave";"suave";"brillante"
"negro";"miel";"blanco / palido";"suave";"brillante";"suave"
"negro";"miel";"blanco / palido";"suave";"brillante";"brillante"
"negro";"miel";"blanco / palido";"brillante";"suave";"suave"
"negro";"miel";"blanco / palido";"brillante";"suave";"brillante"
"negro";"miel";"blanco / palido";"brillante";"brillante";"suave"
"negro";"miel";"blanco / palido";"brillante";"brillante";"brillante"
"negro";"miel";"rosada";"suave";"suave";"suave"
"negro";"miel";"rosada";"suave";"suave";"brillante"
"negro";"miel";"rosada";"suave";"brillante";"suave"
"negro";"miel";"rosada";"suave";"brillante";"brillante"
"negro";"miel";"rosada";"brillante";"suave";"suave"
"negro";"miel";"rosada";"brillante";"suave";"brillante"
"negro";"miel";"rosada";"brillante";"brillante";"suave"
"negro";"miel";"rosada";"brillante";"brillante";"brillante"
"negro";"miel";"negro";"suave";"suave";"suave"
"negro";"miel";"negro";"suave";"suave";"brillante"
"negro";"miel";"negro";"suave";"brillante";"suave"
"negro";"miel";"negro";"suave";"brillante";"brillante"
"negro";"miel";"negro";"brillante";"suave";"suave"
"negro";"miel";"negro";"brillante";"suave";"brillante"
"negro";"miel";"negro";"brillante";"brillante";"suave"
"negro";"miel";"negro";"brillante";"brillante";"brillante"
"negro";"miel";"amarillento";"suave";"suave";"suave"
"negro";"miel";"amarillento";"suave";"suave";"brillante"
"negro";"miel";"amarillento";"suave";"brillante";"suave"
"negro";"miel";"amarillento";"suave";"brillante";"brillante"
"negro";"miel";"amarillento";"brillante";"suave";"suave"
"negro";"miel";"amarillento";"brillante";"suave";"brillante"
"negro";"miel";"amarillento";"brillante";"brillante";"suave"
"negro";"miel";"amarillento";"brillante";"brillante";"brillante"
"negro";"miel";"moreno claro / dorado";"suave";"suave";"suave"
"negro";"miel";"moreno claro / dorado";"suave";"suave";"brillante"
"negro";"miel";"moreno claro / dorado";"suave";"brillante";"suave"
"negro";"miel";"moreno claro / dorado";"suave";"brillante";"brillante"
"negro";"miel";"moreno claro / dorado";"brillante";"suave";"suave"
"negro";"miel";"moreno claro / dorado";"brillante";"suave";"brillante"
"negro";"miel";"moreno claro / dorado";"brillante";"brillante";"suave"
"negro";"miel";"moreno claro / dorado";"brillante";"brillante";"brillante"
"negro";"miel";"moreno / marron claro";"suave";"suave";"suave"
"negro";"miel";"moreno / marron claro";"suave";"suave";"brillante"
"negro";"miel";"moreno / marron claro";"suave";"brillante";"suave"
"negro";"miel";"moreno / marron claro";"suave";"brillante";"brillante"
"negro";"miel";"moreno / marron claro";"brillante";"suave";"suave"
"negro";"miel";"moreno / marron claro";"brillante";"suave";"brillante"
"negro";"miel";"moreno / marron claro";"brillante";"brillante";"suave"
"negro";"miel";"moreno / marron claro";"brillante";"brillante";"brillante"
"pelirrojo";"gris";"melocoton";"suave";"suave";"suave"
"pelirrojo";"gris";"melocoton";"suave";"suave";"brillante"
"pelirrojo";"gris";"melocoton";"suave";"brillante";"suave"
"pelirrojo";"gris";"melocoton";"suave";"brillante";"brillante"
"pelirrojo";"gris";"melocoton";"brillante";"suave";"suave"
"pelirrojo";"gris";"melocoton";"brillante";"suave";"brillante"
"pelirrojo";"gris";"melocoton";"brillante";"brillante";"suave"
"pelirrojo";"gris";"melocoton";"brillante";"brillante";"brillante"
"pelirrojo";"gris";"blanco / palido";"suave";"suave";"suave"
"pelirrojo";"gris";"blanco / palido";"suave";"suave";"brillante"
"pelirrojo";"gris";"blanco / palido";"suave";"brillante";"suave"
"pelirrojo";"gris";"blanco / palido";"suave";"brillante";"brillante"
"pelirrojo";"gris";"blanco / palido";"brillante";"suave";"suave"
"pelirrojo";"gris";"blanco / palido";"brillante";"suave";"brillante"
"pelirrojo";"gris";"blanco / palido";"brillante";"brillante";"suave"
"pelirrojo";"gris";"blanco / palido";"brillante";"brillante";"brillante"
"pelirrojo";"gris";"rosada";"suave";"suave";"suave"
"pelirrojo";"gris";"rosada";"suave";"suave";"brillante"
"pelirrojo";"gris";"rosada";"suave";"brillante";"suave"
"pelirrojo";"gris";"rosada";"suave";"brillante";"brillante"
"pelirrojo";"gris";"rosada";"brillante";"suave";"suave"
"pelirrojo";"gris";"rosada";"brillante";"suave";"brillante"
"pelirrojo";"gris";"rosada";"brillante";"brillante";"suave"
"pelirrojo";"gris";"rosada";"brillante";"brillante";"brillante"
"pelirrojo";"gris";"negro";"suave";"suave";"suave"
"pelirrojo";"gris";"negro";"suave";"suave";"brillante"
"pelirrojo";"gris";"negro";"suave";"brillante";"suave"
"pelirrojo";"gris";"negro";"suave";"brillante";"brillante"
"pelirrojo";"gris";"negro";"brillante";"suave";"suave"
"pelirrojo";"gris";"negro";"brillante";"suave";"brillante"
"pelirrojo";"gris";"negro";"brillante";"brillante";"suave"
"pelirrojo";"gris";"negro";"brillante";"brillante";"brillante"
"pelirrojo";"gris";"amarillento";"suave";"suave";"suave"
"pelirrojo";"gris";"amarillento";"suave";"suave";"brillante"
"pelirrojo";"gris";"amarillento";"suave";"brillante";"suave"
"pelirrojo";"gris";"amarillento";"suave";"brillante";"brillante"
"pelirrojo";"gris";"amarillento";"brillante";"suave";"suave"
"pelirrojo";"gris";"amarillento";"brillante";"suave";"brillante"
"pelirrojo";"gris";"amarillento";"brillante";"brillante";"suave"
"pelirrojo";"gris";"amarillento";"brillante";"brillante";"brillante"
"pelirrojo";"gris";"moreno claro / dorado";"suave";"suave";"suave"
"pelirrojo";"gris";"moreno claro / dorado";"suave";"suave";"brillante"
"pelirrojo";"gris";"moreno claro / dorado";"suave";"brillante";"suave"
"pelirrojo";"gris";"moreno claro / dorado";"suave";"brillante";"brillante"
"pelirrojo";"gris";"moreno claro / dorado";"brillante";"suave";"suave"
"pelirrojo";"gris";"moreno claro / dorado";"brillante";"suave";"brillante"
"pelirrojo";"gris";"moreno claro / dorado";"brillante";"brillante";"suave"
"pelirrojo";"gris";"moreno claro / dorado";"brillante";"brillante";"brillante"
"pelirrojo";"gris";"moreno / marron claro";"suave";"suave";"suave"
"pelirrojo";"gris";"moreno / marron claro";"suave";"suave";"brillante"
"pelirrojo";"gris";"moreno / marron claro";"suave";"brillante";"suave"
"pelirrojo";"gris";"moreno / marron claro";"suave";"brillante";"brillante"
"pelirrojo";"gris";"moreno / marron claro";"brillante";"suave";"suave"
"pelirrojo";"gris";"moreno / marron claro";"brillante";"suave";"brillante"
"pelirrojo";"gris";"moreno / marron claro";"brillante";"brillante";"suave"
"pelirrojo";"gris";"moreno / marron claro";"brillante";"brillante";"brillante"
"pelirrojo";"negro";"melocoton";"suave";"suave";"suave"
"pelirrojo";"negro";"melocoton";"suave";"suave";"brillante"
"pelirrojo";"negro";"melocoton";"suave";"brillante";"suave"
"pelirrojo";"negro";"melocoton";"suave";"brillante";"brillante"
"pelirrojo";"negro";"melocoton";"brillante";"suave";"suave"
"pelirrojo";"negro";"melocoton";"brillante";"suave";"brillante"
"pelirrojo";"negro";"melocoton";"brillante";"brillante";"suave"
"pelirrojo";"negro";"melocoton";"brillante";"brillante";"brillante"
"pelirrojo";"negro";"blanco / palido";"suave";"suave";"suave"
"pelirrojo";"negro";"blanco / palido";"suave";"suave";"brillante"
"pelirrojo";"negro";"blanco / palido";"suave";"brillante";"suave"
"pelirrojo";"negro";"blanco / palido";"suave";"brillante";"brillante"
"pelirrojo";"negro";"blanco / palido";"brillante";"suave";"suave"
"pelirrojo";"negro";"blanco / palido";"brillante";"suave";"brillante"
"pelirrojo";"negro";"blanco / palido";"brillante";"brillante";"suave"
"pelirrojo";"negro";"blanco / palido";"brillante";"brillante";"brillante"
"pelirrojo";"negro";"rosada";"suave";"suave";"suave"
"pelirrojo";"negro";"rosada";"suave";"suave";"brillante"
"pelirrojo";"negro";"rosada";"suave";"brillante";"suave"
"pelirrojo";"negro";"rosada";"suave";"brillante";"brillante"
"pelirrojo";"negro";"rosada";"brillante";"suave";"suave"
"pelirrojo";"negro";"rosada";"brillante";"suave";"brillante"
"pelirrojo";"negro";"rosada";"brillante";"brillante";"suave"
"pelirrojo";"negro";"rosada";"brillante";"brillante";"brillante"
